全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
131024,1.31E+11,中央区,新川区民館,シンカワクミンカン,,,,,,131024,,東京都中央区新川1-26-1,,,,,,35.676398,139.78371,,,,,,,,1040033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,新川区民館防災備蓄倉庫・明正小学校副拠点倉庫,シンカワクミンカンボウサイビチクソウコ・メイショウショウガッコウフクキョテンソウコ,,,,,,131024,,東京都中央区新川1-26-1,,,,,,35.676398,139.78371,,,,,,,,1040033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,新川職員住宅,シンカワショクインジュウタク,,,,,,131024,,東京都中央区新川1-26-1,,,,,,35.676398,139.78371,,,,,,,,1040033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,久松町区民館,ヒサマツチョウクミンカン,,,,,,131024,,東京都中央区日本橋久松町1-2,,,,,,35.688723,139.783927,,,,,,,,1030005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,久松町区民館防災備蓄倉庫,ヒサマツチョウクミンカンボウサイビチクソウコ,,,,,,131024,,東京都中央区日本橋久松町1-2,,,,,,35.688723,139.783927,,,,,,,,1030005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,日本橋休日応急診療所,ニホンバシキュウジツオウキュウシンリョウショ,,,,,,131024,,東京都中央区日本橋久松町1-2,,,,,,35.688723,139.783927,,,,,,,,1030005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,新場橋区民館,シンババシクミンカン,,,,,,131024,,東京都中央区日本橋兜町11-9,,,,,,35.680014,139.776367,,,,,,,,1030026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,新場橋職員住宅,シンババシショクインジュウタク,,,,,,131024,,東京都中央区日本橋兜町11-9,,,,,,35.680014,139.776367,,,,,,,,1030026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,佃区民館,ツクダクミンカン,,,,,,131024,,東京都中央区佃2-17-8,,,,,,35.664743,139.78484,,,,,,,,1040051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,佃区民館防災備蓄倉庫,ツクダクミンカンボウサイビチクソウコ,,,,,,131024,,東京都中央区佃2-17-8,,,,,,35.664743,139.78484,,,,,,,,1040051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
